Ville;Quartier;Prix;Type de Bien;Surface;Nombre de Pièces;Nombre de Chambres;Nombre de Salles de Bain;Étage;État;Terrasse;Garage;Ascenseur;Piscine;Sécurité;;;;;;;;;;;
Casablanca;El Manar - El Hank;1 200 000 DH;Appartement;98;4 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Maârif Extension;3 000 000 DH;Appartement;175;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Bouskoura Ville;5 900 000 DH;Villa;800;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Sidi Maarouf;5 500 000 DH;Villa;397;7 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Gauthier;4 150 000 DH;Appartement;211;6 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Bernoussi;3 100 000 DH;Villa;119;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Les Hôpitaux;1 795 200 DH;Appartement;108;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Aïn Sebaâ;3 530 000 DH;Villa;324;7 Pièces;5 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;La Gironde;2 350 000 DH;Appartement;199;6 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Racine;3 100 000 DH;Appartement;160;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Racine;3 000 000 DH;Appartement;192;5 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Lekrimat;3 000 000 DH;Appartement;112;4 Pièces;2 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Beauséjour;2 000 000 DH;Appartement;146;5 Pièces;3 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Californie;1 860 000 DH;Appartement;144;6 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Roches Noires;1 600 000 DH;Appartement;131;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Laymoune;6 500 000 DH;Villa;293;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Gauthier;3 200 000 DH;Appartement;266;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Les princesses;1 600 000 DH;Appartement;128;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab;6 950 000 DH;Appartement;370;6 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Oasis;1 900 000 DH;Appartement;98;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Belvédère;1 600 000 DH;Appartement;104;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab;3 800 000 DH;Appartement;188;6 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Les princesses;2 200 000 DH;Appartement;128;5 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Derb Salama;1 800 000 DH;Maison;70;3 Pièces;5 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
casablanca;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab;13 000 000 DH;Villa;600;5 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Casablanca;Racine;1 850 000 DH;Appartement;118;Nan;1 Chambre;1 Salle de bain;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Palmier;1 800 000 DH;Local commercial;56;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Aïn Sebaâ;340 000 DH;Appartement;47;1 Pièce;1 Chambre;1 Salle de bain;1er;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Gauthier;3 500 000 DH;Appartement;150;3 Pièces;4 Chambres;3 Salles de bains;2ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;La Gironde;1 150 000 DH;Appartement;83;2 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Anfa Supérieur;37 000 000 DH;Villa;1500;7 Pièces;7 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;El Manar - El Hank;2 200 000 DH;Appartement;131;4 Pièces;3 Chambres;3 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Jamila 5;1 950 000 DH;Local commercial;60;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Gauthier;1 225 000 DH;Appartement;89;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Foncière;1 750 000 DH;Appartement;162;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Nan;2 250 000 DH;Appartement;247;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Sidi Maarouf;665 000 DH;Local commercial;41;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Palmier;1 900 000 DH;Appartement;92;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Beauséjour;1 255 000 DH;Appartement;97;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Oasis;1 450 000 DH;Bureau;166;Nan;Nan;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Racine;Prix à consulter;Local commercial;165;Nan;Nan;3 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Al Hadika;8 500 DH;Appartement;77;3 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Bernoussi;1 300 000 DH;Local commercial;80;Nan;Nan;2 Salles de bains;1er;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Mers Sultan;200 000 DH;Bureau;80;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Californie;1 400 000 DH;Appartement;137;4 Pièces;1 Chambre;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab;5 000 000 DH;Appartement;190;3 Pièces;2 Chambres;2 Salles de bains;6ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Bernoussi;800 000 DH;Appartement;83;3 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Mers Sultan;500 000 DH;Appartement;40;2 Pièces;2 Chambres;1 Salle de bain;2ème;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Bournazil;740 000 DH;Appartement;72;7 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ksar Lebhar;1 950 000 DH;Local commercial;60;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Derb Ghalef;Prix à consulter;Appartement;70;3 Pièces;3 Chambres;1 Salle de bain;5ème;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Derb Chorfa;100 000 DH;Maison;168;4 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Casablanca Marina;2 250 000 DH;Appartement;63;2 Pièces;1 Chambre;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Val Fleury;3 300 000 DH;Appartement;250;4 Pièces;3 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Californie;2 550 000 DH;Appartement;173;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Riviera;950 000 DH;Appartement;39;2 Pièces;1 Chambre;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Californie;1 400 000 DH;Appartement;91;4 Pièces;3 Chambres;2 Salles de bains;4ème;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
casablanca;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Franceville;10 000 000 DH;Villa;220;2 Pièces;3 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Les princesses;1 140 000 DH;Appartement;41;2 Pièces;1 Chambre;1 Salle de bain;Nan;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Anfa Supérieur;43 000 000 DH;Villa;1800;7 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Nassim 1;890 000 DH;Appartement;93;5 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Non;Non;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Maârif Extension;3 100 000 DH;Appartement;177;2 Pièces;3 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Les princesses;1 800 000 DH;Appartement;125;3 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Oui;Non;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Maârif;1 500 000 DH;Local commercial;46;Nan;Nan;1 Salle de bain;2ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Aïn Sebaâ;745 000 DH;Appartement;72;3 Pièces;2 Chambres;1 Salle de bain;2ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Al Qods;1 300 000 DH;Maison;80;3 Pièces;2 Chambres;1 Salle de bain;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Zone Industrielle Moulay Rachid;7 200 DH;Appartement;70;3 Pièces;3 Chambres;1 Salle de bain;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Lissasfa;1 100 000 DH;Appartement;112;9 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Al Qods;650 000 DH;Appartement;76;3 Pièces;2 Chambres;1 Salle de bain;4ème;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Hay Zobir;4 350 000 DH;Villa;342;3 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Michouar;1 050 000 DH;Appartement;94;1 Pièce;1 Chambre;1 Salle de bain;1er;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab Extension;12 500 DH;Terrain;1156;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Anfa;1 500 000 DH;Appartement;73;3 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Triangle d'Or;5 000 000 DH;Appartement;338;7 Pièces;4 Chambres;4 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Sidi Maarouf;1 400 000 DH;Appartement;113;3 Pièces;3 Chambres;2 Salles de bains;4ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Racine;5 200 000 DH;Appartement;220;6 Pièces;4 Chambres;4 Salles de bains;4ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Les Hôpitaux;2 800 000 DH;Appartement;246;4 Pièces;3 Chambres;3 Salles de bains;15ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Aïn Sebaâ;1 300 000 DH;Local commercial;146;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab Extension;10 500 000 DH;Villa;405;6 Pièces;3 Chambres;4 Salles de bains;Nan;Nan;Oui;Non;Non;Oui;Non;;;;;;;;;;;
Casablanca;Oulfa;310 000 DH;Appartement;53;5 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Mers Sultan;2 300 000 DH;Appartement;175;6 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Bourgogne Ouest;27 000 DH;Local commercial;110;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Nassim 2;1 150 000 DH;Appartement;110;4 Pièces;3 Chambres;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;El Manar - El Hank;11 000 000 DH;Villa;600;7 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Ain Borja;500 000 DH;Appartement;68;1 Pièce;2 Chambres;1 Salle de bain;4ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Sidi Maarouf;9 900 000 DH;Terrain;577;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Anfa;15 000 000 DH;Villa;480;Nan;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Casablanca;Californie;19 000 000 DH;Villa;1200;Nan;5 Chambres;Nan;Nan;Nan;Non;Oui;Non;Oui;Non;;;;;;;;;;;
Casablanca;Bourgogne Ouest;1 200 000 DH;Appartement;94;4 Pièces;2 Chambres;2 Salles de bains;3ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Bourgogne Est;1 200 000 DH;Appartement;74;4 Pièces;2 Chambres;1 Salle de bain;6ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
casablanca;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ain Borja;640 000 DH;Appartement;64;1 Pièce;2 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Sidi Moumen;540 000 DH;Appartement;70;3 Pièces;2 Chambres;1 Salle de bain;3ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Longchamps (Hay Al Hanâa);4 000 000 DH;Villa;244;3 Pièces;7 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Laymoune;6 100 000 DH;Villa;605;7 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Casablanca;La Vilette;720 000 DH;Appartement;76;2 Pièces;3 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Maârif Extension;1 280 000 DH;Appartement;100;3 Pièces;2 Chambres;2 Salles de bains;1er;Nan;Oui;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Beauséjour;38 520 000 DH;Terrain;856;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Californie;5 500 000 DH;Appartement;547;7 Pièces;4 Chambres;4 Salles de bains;1er;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Californie;15 500 000 DH;Villa;1010;6 Pièces;4 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Non;;;;;;;;;;;
Casablanca;Maârif;800 000 DH;Local commercial;150;Nan;Nan;1 Salle de bain;1er;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Les Hôpitaux;1 900 000 DH;Appartement;167;1 Pièce;3 Chambres;2 Salles de bains;4ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Belvédère;1 050 000 DH;Appartement;87;2 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Ahl Loghlam (Hay Assalam);900 000 DH;Bureau;94;Nan;Nan;1 Salle de bain;1er;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Hay Chrifa;1 170 000 DH;Appartement;117;5 Pièces;3 Chambres;2 Salles de bains;2ème;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Ifriquia;549 900 DH;Appartement;67;6 Pièces;2 Chambres;1 Salle de bain;2ème;Nan;Non;Non;Non;Oui;Oui;;;;;;;;;;;
Casablanca;Mandarona;1 350 000 DH;Appartement;120;2 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Beauséjour;1 500 000 DH;Appartement;1000;3 Pièces;2 Chambres;2 Salles de bains;2ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Val Fleury;3 200 000 DH;Local commercial;150;Nan;Nan;1 Salle de bain;1er;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Ain Diab Extension;Prix à consulter;Terrain;200000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Zone Industrielle;340 000 DH;Appartement;50;1 Pièce;2 Chambres;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Sidi Moumen;3 000 000 DH;Maison;90;5 Pièces;4 Chambres;3 Salles de bains;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Bourgogne Est;5 000 000 EUR;Appartement;300;6 Pièces;4 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Ain Diab;11 000 000 DH;Villa;478;5 Pièces;5 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Oui;Oui;;;;;;;;;;;
Casablanca;Bourgogne Ouest;1 850 000 DH;Appartement;107;4 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Hay Hassani;1 400 000 DH;Maison;60;3 Pièces;8 Chambres;4 Salles de bains;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Sidi Moumen;980 000 DH;Appartement;120;3 Pièces;4 Chambres;2 Salles de bains;1er;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Casablanca Finance City;3 900 000 DH;Local commercial;200;Nan;Nan;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Almaz;1 220 000 DH;Appartement;82;3 Pièces;2 Chambres;2 Salles de bains;3ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Oulfa;310 000 DH;Appartement;53;5 Pièces;3 Chambres;1 Salle de bain;3ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Sidi Maarouf;1 050 000 DH;Appartement;106;2 Pièces;3 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Gauthier;1 500 000 DH;Bureau;70;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Ferme Bretonne (Hay Arraha);8 300 000 DH;Terrain;377;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Anfa Supérieur;35 000 000 DH;Terrain;1766;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
casablanca;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Polo;9 200 000 DH;Terrain;913;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Mers Sultan;4 999 000 DH;Local commercial;220;Nan;Nan;3 Salles de bains;Nan;Nan;Non;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Oulfa;570 000 DH;Appartement;55;1 Pièce;2 Chambres;1 Salle de bain;1er;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Al Hadika;Prix à consulter;Terrain;375;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;La Vilette;4 500 000 DH;Local commercial;80;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Val Fleury;8 500 DH;Appartement;80;3 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Al Qods;750 000 DH;Appartement;98;4 Pièces;3 Chambres;2 Salles de bains;3ème;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Roches Noires;10 500 DH;Appartement;78;3 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Les Crêtes;6 500 000 DH;Villa;300;13 Pièces;11 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Anfa;1 500 000 DH;Appartement;72;3 Pièces;1 Chambre;1 Salle de bain;4ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Hay Chifa;Prix à consulter;Local commercial;100;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Maârif;2 100 000 DH;Local commercial;115;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Anfa;5 300 000 DH;Appartement;183;4 Pièces;2 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Sidi Moumen;2 100 000 DH;Maison;373;12 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Lissasfa;830 000 DH;Appartement;102;2 Pièces;3 Chambres;2 Salles de bains;2ème;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Casablanca Marina;3 900 000 DH;Appartement;150;4 Pièces;2 Chambres;3 Salles de bains;Nan;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Ain Diab;179 000 000 DH;Terrain;6000;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Derb Ghalef;7 554 300 DH;Terrain;447;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Hay Inara;4 400 000 DH;Villa;200;5 Pièces;4 Chambres;5 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Oui;;;;;;;;;;;
Casablanca;Les Hôpitaux;1 800 000 DH;Appartement;126;5 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Oasis;3 100 000 DH;Local commercial;148;Nan;Nan;1 Salle de bain;Nan;Nan;Non;Non;Oui;Non;Non;;;;;;;;;;;
Casablanca;Mers Sultan;1 470 000 DH;Appartement;120;4 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Hay Inara;4 000 000 DH;Villa;160;9 Pièces;6 Chambres;4 Salles de bains;Nan;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Racine;2 350 000 DH;Appartement;110;4 Pièces;3 Chambres;3 Salles de bains;5ème;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Les Hôpitaux;1 090 000 DH;Appartement;51;1 Pièce;1 Chambre;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Maârif;Prix à consulter;Appartement;74;1 Pièce;1 Chambre;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Oulfa;360 000 DH;Appartement;53;1 Pièce;2 Chambres;1 Salle de bain;3ème;Nan;Oui;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Riad El Ali;600 000 DH;Appartement;60;5 Pièces;3 Chambres;1 Salle de bain;2ème;Nan;Oui;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Les Hôpitaux;8 500 000 DH;Local commercial;362;Nan;Nan;2 Salles de bains;Nan;Nan;Non;Non;Non;Non;Oui;;;;;;;;;;;
Casablanca;Belvédère;1 100 000 DH;Appartement;76;3 Pièces;2 Chambres;2 Salles de bains;4ème;Nan;Oui;Oui;Oui;Non;Non;;;;;;;;;;;
Casablanca;Californie;2 900 000 DH;Appartement;205;4 Pièces;3 Chambres;2 Salles de bains;Nan;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
Casablanca;Palmier;3 000 000 DH;Appartement;148;1 Pièce;3 Chambres;2 Salles de bains;13ème;Nan;Oui;Oui;Non;Non;Non;;;;;;;;;;;
Casablanca;Les Hôpitaux;2 500 000 DH;Appartement;149;4 Pièces;3 Chambres;2 Salles de bains;5ème;Nan;Non;Oui;Oui;Non;Oui;;;;;;;;;;;
casablanca;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Non;Non;Non;Non;Non;;;;;;;;;;;
Casablanca;Maârif;Prix à consulter;Bureau;154;Nan;Nan;2 Salles de bains;1er;Nan;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;
